 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   108.000  -30.0000   -0.6455   -0.6455   -0.6455
   109.000  -30.0000   -0.7194   -0.7194   -0.7194
   110.000  -30.0000   -0.7973   -0.7973   -0.7973
   111.000  -30.0000   -0.8792   -0.8792   -0.8792
   112.000  -30.0000   -0.9652   -0.9652   -0.9652
   113.000  -30.0000   -1.0553   -1.0553   -1.0553
   114.000  -30.0000   -1.1495   -1.1495   -1.1495
   115.000  -30.0000   -1.2478   -1.2478   -1.2478
   116.000  -30.0000   -1.3501   -1.3501   -1.3501
   117.000  -30.0000   -1.4567   -1.4567   -1.4567
   118.000  -30.0000   -1.5674   -1.5674   -1.5674
   119.000  -30.0000   -1.6822   -1.6822   -1.6822
   120.000  -30.0000   -1.8013   -1.8013   -1.8013
   121.000  -30.0000   -1.9246   -1.9246   -1.9246
   122.000  -30.0000   -2.0523   -2.0523   -2.0523
   123.000  -30.0000   -2.1842   -2.1842   -2.1842
   124.000  -30.0000   -2.3205   -2.3205   -2.3205
   125.000  -30.0000   -2.4612   -2.4612   -2.4612
   126.000  -30.0000   -2.6063   -2.6063   -2.6063
   127.000  -30.0000   -2.7560   -2.7560   -2.7560
   128.000  -30.0000   -2.9102   -2.9102   -2.9102
   129.000  -30.0000   -3.0691   -3.0691   -3.0691
   130.000  -30.0000   -3.2327   -3.2327   -3.2327
   131.000  -30.0000   -3.4011   -3.4011   -3.4011
   132.000  -30.0000   -3.5744   -3.5744   -3.5744
   133.000  -30.0000   -3.7527   -3.7527   -3.7527
   134.000  -30.0000   -3.9360   -3.9360   -3.9360
   135.000  -30.0000   -4.1246   -4.1246   -4.1246
   136.000  -30.0000   -4.3186   -4.3186   -4.3186
   137.000  -30.0000   -4.5180   -4.5180   -4.5180
   138.000  -30.0000   -4.7231   -4.7231   -4.7231
   139.000  -30.0000   -4.9340   -4.9340   -4.9340
   140.000  -30.0000   -5.1509   -5.1509   -5.1509
   141.000  -30.0000   -5.3740   -5.3740   -5.3740
   142.000  -30.0000   -5.6036   -5.6036   -5.6036
   143.000  -30.0000   -5.8398   -5.8398   -5.8398
   144.000  -30.0000   -6.0831   -6.0831   -6.0831
   145.000  -30.0000   -6.3336   -6.3336   -6.3336
   146.000  -30.0000   -6.5917   -6.5917   -6.5917
   147.000  -30.0000   -6.8578   -6.8578   -6.8578
   148.000  -30.0000   -7.1323   -7.1323   -7.1323
   149.000  -30.0000   -7.4157   -7.4157   -7.4157
   150.000  -30.0000   -7.7085   -7.7085   -7.7085
   151.000  -30.0000   -8.0111   -8.0111   -8.0111
   152.000  -30.0000   -8.3243   -8.3243   -8.3243
   153.000  -30.0000   -8.6488   -8.6488   -8.6488
   154.000  -30.0000   -8.9853   -8.9853   -8.9853
   155.000  -30.0000   -9.3348   -9.3348   -9.3348
   156.000  -30.0000   -9.6982   -9.6982   -9.6982
   157.000  -30.0000  -10.0767  -10.0767  -10.0767
   158.000  -30.0000  -10.4716  -10.4716  -10.4716
   159.000  -30.0000  -10.8844  -10.8844  -10.8844
   160.000  -30.0000  -11.3168  -11.3168  -11.3168
   161.000  -30.0000  -11.7707  -11.7707  -11.7707
   162.000  -30.0000  -12.2485  -12.2485  -12.2485
   163.000  -30.0000  -12.7530  -12.7530  -12.7530
   164.000  -30.0000  -13.2872  -13.2872  -13.2872
   165.000  -30.0000  -13.8552  -13.8552  -13.8552
   166.000  -30.0000  -14.4616  -14.4616  -14.4616
   167.000  -30.0000  -15.1120  -15.1120  -15.1120
