 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   183.000  -10.9186   -0.1043   -0.5598   -1.0985
   184.000  -10.9678   -0.1545   -0.6681   -1.0837
   185.000  -11.0181   -0.2146   -0.7866   -1.0788
   186.000  -11.0695   -0.2845   -0.9154   -1.0837
   187.000  -11.1219   -0.3644   -1.0547   -1.0984
   188.000  -11.1754   -0.4542   -1.2047   -1.1227
   189.000  -11.2299   -0.5541   -1.3655   -1.1566
   190.000  -11.2853   -0.6640   -1.5375   -1.1999
   191.000  -11.3417   -0.7841   -1.7207   -1.2527
   192.000  -11.3990   -0.9144   -1.9155   -1.3148
   193.000  -11.4571   -1.0550   -2.1221   -1.3862
   194.000  -11.5161   -1.2060   -2.3407   -1.4667
   195.000  -11.5759   -1.3674   -2.5716   -1.5564
   196.000  -11.6364   -1.5393   -2.8151   -1.6551
   197.000  -11.6976   -1.7218   -3.0716   -1.7627
   198.000  -11.7594   -1.9151   -3.3414   -1.8793
   199.000  -11.8218   -2.1191   -3.6249   -2.0047
   200.000  -11.8848   -2.3341   -3.9225   -2.1389
   201.000  -11.9484   -2.5602   -4.2347   -2.2817
   202.000  -12.0123   -2.7975   -4.5620   -2.4331
   203.000  -12.0767   -3.0461   -4.9049   -2.5931
   204.000  -12.1414   -3.3063   -5.2640   -2.7614
   205.000  -12.2064   -3.5781   -5.6401   -2.9382
   206.000  -12.2717   -3.8617   -6.0337   -3.1232
   207.000  -12.3372   -4.1574   -6.4457   -3.3163
   208.000  -12.4027   -4.4654   -6.8770   -3.5175
   209.000  -12.4684   -4.7858   -7.3285   -3.7267
   210.000  -12.5341   -5.1190   -7.8014   -3.9437
   211.000  -12.5997   -5.4652   -8.2968   -4.1685
   212.000  -12.6653   -5.8246   -8.8161   -4.4008
   213.000  -12.7307   -6.1976   -9.3607   -4.6406
   214.000  -12.7958   -6.5846   -9.9322   -4.8877
   215.000  -12.8607   -6.9858  -10.5325   -5.1419
   216.000  -12.9253   -7.4017  -11.1634   -5.4030
   217.000  -12.9895   -7.8327  -11.8272   -5.6710
   218.000  -13.0533   -8.2793  -12.5259   -5.9454
   219.000  -13.1165   -8.7420  -13.2619   -6.2263
   220.000  -13.1792   -9.2213  -14.0373   -6.5132
   221.000  -13.2413   -9.7179  -14.8537   -6.8059
   222.000  -13.3028  -10.2324  -15.7121   -7.1041
   223.000  -13.3635  -10.7656  -16.6112   -7.4076
   224.000  -13.4235  -11.3182  -17.5468   -7.7159
   225.000  -13.4826  -11.8912  -18.5085   -8.0286
   226.000  -13.5409  -12.4856  -19.4765   -8.3455
   227.000  -13.5983  -13.1024  -20.4167   -8.6660
   228.000  -13.6548  -13.7429  -21.2764   -8.9896
   229.000  -13.7103  -14.4084  -21.9853   -9.3158
   230.000  -13.7647  -15.1005  -22.4693   -9.6441
   231.000  -13.8181  -15.8209  -22.6776   -9.9738
   232.000  -13.8703  -16.5716  -22.6084  -10.3043
   233.000  -13.9215  -17.3548  -22.3099  -10.6348
   234.000  -13.9714  -18.1730  -21.8556  -10.9646
   235.000  -14.0202  -19.0292  -21.3163  -11.2929
   236.000  -14.0677  -19.9267  -20.7460  -11.6188
   237.000  -14.1140  -20.8695  -20.1798  -11.9414
   238.000  -14.1590  -21.8621  -19.6381  -12.2597
   239.000  -14.2027  -22.9101  -19.1316  -12.5728
   240.000  -14.2451  -24.0197  -18.6648  -12.8795
   241.000  -14.2862  -25.1987  -18.2389  -13.1788
   242.000  -14.3259  -26.4563  -17.8530  -13.4695
   243.000  -14.3643  -27.8036  -17.5052  -13.7506
   244.000  -14.4012  -29.2537  -17.1935  -14.0210
   245.000  -14.4368  -30.0000  -16.9153  -14.2796
   246.000  -14.4710  -30.0000  -16.6684  -14.5253
   247.000  -14.5038  -30.0000  -16.4503  -14.7571
   248.000  -14.5352  -30.0000  -16.2591  -14.9741
   249.000  -14.5652  -30.0000  -16.0928  -15.1755
   250.000  -14.5938  -30.0000  -15.9494  -15.3606
   251.000  -14.6209  -30.0000  -15.8275  -15.5289
   252.000  -14.6467  -30.0000  -15.7253  -15.6799
   253.000  -14.6710  -30.0000  -15.6415  -15.8134
   254.000  -14.6939  -30.0000  -15.5747  -15.9293
   255.000  -14.7154  -30.0000  -15.5237  -16.0279
   256.000  -14.7355  -30.0000  -15.4874  -16.1093
   257.000  -14.7542  -30.0000  -15.4645  -16.1740
   258.000  -14.7715  -30.0000  -15.4540  -16.2228
   259.000  -14.7874  -30.0000  -15.4550  -16.2563
   260.000  -14.8019  -30.0000  -15.4663  -16.2754
   261.000  -14.8150  -30.0000  -15.4871  -16.2812
   262.000  -14.8267  -30.0000  -15.5162  -16.2749
   263.000  -14.8370  -30.0000  -15.5528  -16.2575
   264.000  -14.8460  -30.0000  -15.5959  -16.2304
   265.000  -14.8535  -30.0000  -15.6445  -16.1947
   266.000  -14.8597  -30.0000  -15.6975  -16.1518
   267.000  -14.8645  -30.0000  -15.7539  -16.1029
   268.000  -14.8680  -30.0000  -15.8128  -16.0493
